0.000,0.000,1.500,-1.000
0.100,0.047,1.499,-1.010
0.200,0.094,1.497,-1.020
0.300,0.141,1.493,-1.030
0.400,0.188,1.488,-1.040
0.500,0.235,1.482,-1.050
0.600,0.281,1.473,-1.060
0.700,0.327,1.464,-1.070
0.800,0.373,1.453,-1.080
0.900,0.418,1.440,-1.090
1.000,0.464,1.427,-1.100
1.100,0.508,1.411,-1.110
1.200,0.552,1.395,-1.120
1.300,0.596,1.377,-1.130
1.400,0.639,1.357,-1.140
1.500,0.681,1.337,-1.150
1.600,0.723,1.314,-1.160
1.700,0.764,1.291,-1.170
1.800,0.804,1.266,-1.180
1.900,0.843,1.241,-1.190
2.000,0.882,1.214,-1.200
2.100,0.919,1.185,-1.210
2.200,0.956,1.156,-1.220
2.300,0.992,1.125,-1.230
2.400,1.027,1.093,-1.240
2.500,1.061,1.061,-1.250
2.600,1.093,1.027,-1.260
2.700,1.125,0.992,-1.270
2.800,1.156,0.956,-1.280
2.900,1.185,0.919,-1.290
3.000,1.214,0.882,-1.300
3.100,1.241,0.843,-1.310
3.200,1.266,0.804,-1.320
3.300,1.291,0.764,-1.330
3.400,1.314,0.723,-1.340
3.500,1.337,0.681,-1.350
3.600,1.357,0.639,-1.360
3.700,1.377,0.596,-1.370
3.800,1.395,0.552,-1.380
3.900,1.411,0.508,-1.390
4.000,1.427,0.464,-1.400
4.100,1.440,0.418,-1.410
4.200,1.453,0.373,-1.420
4.300,1.464,0.327,-1.430
4.400,1.473,0.281,-1.440
4.500,1.482,0.235,-1.450
4.600,1.488,0.188,-1.460
4.700,1.493,0.141,-1.470
4.800,1.497,0.094,-1.480
4.900,1.499,0.047,-1.490
5.000,1.500,0.000,-1.500
5.100,1.499,-0.047,-1.510
5.200,1.497,-0.094,-1.520
5.300,1.493,-0.141,-1.530
5.400,1.488,-0.188,-1.540
5.500,1.482,-0.235,-1.550
5.600,1.473,-0.281,-1.560
5.700,1.464,-0.327,-1.570
5.800,1.453,-0.373,-1.580
5.900,1.440,-0.418,-1.590
6.000,1.427,-0.464,-1.600
6.100,1.411,-0.508,-1.610
6.200,1.395,-0.552,-1.620
6.300,1.377,-0.596,-1.630
6.400,1.357,-0.639,-1.640
6.500,1.337,-0.681,-1.650
6.600,1.314,-0.723,-1.660
6.700,1.291,-0.764,-1.670
6.800,1.266,-0.804,-1.680
6.900,1.241,-0.843,-1.690
7.000,1.214,-0.882,-1.700
7.100,1.185,-0.919,-1.710
7.200,1.156,-0.956,-1.720
7.300,1.125,-0.992,-1.730
7.400,1.093,-1.027,-1.740
7.500,1.061,-1.061,-1.750
7.600,1.027,-1.093,-1.760
7.700,0.992,-1.125,-1.770
7.800,0.956,-1.156,-1.780
7.900,0.919,-1.185,-1.790
8.000,0.882,-1.214,-1.800
8.100,0.843,-1.241,-1.810
8.200,0.804,-1.266,-1.820
8.300,0.764,-1.291,-1.830
8.400,0.723,-1.314,-1.840
8.500,0.681,-1.337,-1.850
8.600,0.639,-1.357,-1.860
8.700,0.596,-1.377,-1.870
8.800,0.552,-1.395,-1.880
8.900,0.508,-1.411,-1.890
9.000,0.464,-1.427,-1.900
9.100,0.418,-1.440,-1.910
9.200,0.373,-1.453,-1.920
9.300,0.327,-1.464,-1.930
9.400,0.281,-1.473,-1.940
9.500,0.235,-1.482,-1.950
9.600,0.188,-1.488,-1.960
9.700,0.141,-1.493,-1.970
9.800,0.094,-1.497,-1.980
9.900,0.047,-1.499,-1.990
10.000,0.000,-1.500,-2.000
10.100,-0.047,-1.499,-2.010
10.200,-0.094,-1.497,-2.020
10.300,-0.141,-1.493,-2.030
10.400,-0.188,-1.488,-2.040
10.500,-0.235,-1.482,-2.050
10.600,-0.281,-1.473,-2.060
10.700,-0.327,-1.464,-2.070
10.800,-0.373,-1.453,-2.080
10.900,-0.418,-1.440,-2.090
11.000,-0.464,-1.427,-2.100
11.100,-0.508,-1.411,-2.110
11.200,-0.552,-1.395,-2.120
11.300,-0.596,-1.377,-2.130
11.400,-0.639,-1.357,-2.140
11.500,-0.681,-1.337,-2.150
11.600,-0.723,-1.314,-2.160
11.700,-0.764,-1.291,-2.170
11.800,-0.804,-1.266,-2.180
11.900,-0.843,-1.241,-2.190
12.000,-0.882,-1.214,-2.200
12.100,-0.919,-1.185,-2.210
12.200,-0.956,-1.156,-2.220
12.300,-0.992,-1.125,-2.230
12.400,-1.027,-1.093,-2.240
12.500,-1.061,-1.061,-2.250
12.600,-1.093,-1.027,-2.260
12.700,-1.125,-0.992,-2.270
12.800,-1.156,-0.956,-2.280
12.900,-1.185,-0.919,-2.290
13.000,-1.214,-0.882,-2.300
13.100,-1.241,-0.843,-2.310
13.200,-1.266,-0.804,-2.320
13.300,-1.291,-0.764,-2.330
13.400,-1.314,-0.723,-2.340
13.500,-1.337,-0.681,-2.350
13.600,-1.357,-0.639,-2.360
13.700,-1.377,-0.596,-2.370
13.800,-1.395,-0.552,-2.380
13.900,-1.411,-0.508,-2.390
14.000,-1.427,-0.464,-2.400
14.100,-1.440,-0.418,-2.410
14.200,-1.453,-0.373,-2.420
14.300,-1.464,-0.327,-2.430
14.400,-1.473,-0.281,-2.440
14.500,-1.482,-0.235,-2.450
14.600,-1.488,-0.188,-2.460
14.700,-1.493,-0.141,-2.470
14.800,-1.497,-0.094,-2.480
14.900,-1.499,-0.047,-2.490
15.000,-1.500,-0.000,-2.500
15.100,-1.499,0.047,-2.510
15.200,-1.497,0.094,-2.520
15.300,-1.493,0.141,-2.530
15.400,-1.488,0.188,-2.540
15.500,-1.482,0.235,-2.550
15.600,-1.473,0.281,-2.560
15.700,-1.464,0.327,-2.570
15.800,-1.453,0.373,-2.580
15.900,-1.440,0.418,-2.590
16.000,-1.427,0.464,-2.600
16.100,-1.411,0.508,-2.610
16.200,-1.395,0.552,-2.620
16.300,-1.377,0.596,-2.630
16.400,-1.357,0.639,-2.640
16.500,-1.337,0.681,-2.650
16.600,-1.314,0.723,-2.660
16.700,-1.291,0.764,-2.670
16.800,-1.266,0.804,-2.680
16.900,-1.241,0.843,-2.690
17.000,-1.214,0.882,-2.700
17.100,-1.185,0.919,-2.710
17.200,-1.156,0.956,-2.720
17.300,-1.125,0.992,-2.730
17.400,-1.093,1.027,-2.740
17.500,-1.061,1.061,-2.750
17.600,-1.027,1.093,-2.760
17.700,-0.992,1.125,-2.770
17.800,-0.956,1.156,-2.780
17.900,-0.919,1.185,-2.790
18.000,-0.882,1.214,-2.800
18.100,-0.843,1.241,-2.810
18.200,-0.804,1.266,-2.820
18.300,-0.764,1.291,-2.830
18.400,-0.723,1.314,-2.840
18.500,-0.681,1.337,-2.850
18.600,-0.639,1.357,-2.860
18.700,-0.596,1.377,-2.870
18.800,-0.552,1.395,-2.880
18.900,-0.508,1.411,-2.890
19.000,-0.464,1.427,-2.900
19.100,-0.418,1.440,-2.910
19.200,-0.373,1.453,-2.920
19.300,-0.327,1.464,-2.930
19.400,-0.281,1.473,-2.940
19.500,-0.235,1.482,-2.950
19.600,-0.188,1.488,-2.960
19.700,-0.141,1.493,-2.970
19.800,-0.094,1.497,-2.980
19.900,-0.047,1.499,-2.990
