0.000,0.000,0.000,-2.000
0.020,0.047,0.038,-1.976
0.040,0.094,0.075,-1.953
0.060,0.141,0.112,-1.929
0.080,0.188,0.149,-1.906
0.100,0.235,0.185,-1.883
0.120,0.281,0.221,-1.859
0.140,0.327,0.255,-1.836
0.160,0.373,0.289,-1.813
0.180,0.418,0.321,-1.791
0.200,0.464,0.353,-1.768
0.220,0.508,0.382,-1.746
0.240,0.552,0.411,-1.724
0.260,0.596,0.437,-1.702
0.280,0.639,0.462,-1.681
0.300,0.681,0.485,-1.660
0.320,0.723,0.507,-1.639
0.340,0.764,0.526,-1.618
0.360,0.804,0.543,-1.598
0.380,0.843,0.558,-1.578
0.400,0.882,0.571,-1.559
0.420,0.919,0.581,-1.540
0.440,0.956,0.589,-1.522
0.460,0.992,0.595,-1.504
0.480,1.027,0.599,-1.487
0.500,1.061,0.600,-1.470
0.520,1.093,0.599,-1.453
0.540,1.125,0.595,-1.437
0.560,1.156,0.589,-1.422
0.580,1.185,0.581,-1.407
0.600,1.214,0.571,-1.393
0.620,1.241,0.558,-1.380
0.640,1.266,0.543,-1.367
0.660,1.291,0.526,-1.354
0.680,1.314,0.507,-1.343
0.700,1.337,0.485,-1.332
0.720,1.357,0.462,-1.321
0.740,1.377,0.437,-1.312
0.760,1.395,0.411,-1.303
0.780,1.411,0.382,-1.294
0.800,1.427,0.353,-1.287
0.820,1.440,0.321,-1.280
0.840,1.453,0.289,-1.274
0.860,1.464,0.255,-1.268
0.880,1.473,0.221,-1.263
0.900,1.482,0.185,-1.259
0.920,1.488,0.149,-1.256
0.940,1.493,0.112,-1.253
0.960,1.497,0.075,-1.251
0.980,1.499,0.038,-1.250
1.000,1.500,-0.000,-1.250
1.020,1.499,-0.038,-1.250
1.040,1.497,-0.075,-1.251
1.060,1.493,-0.112,-1.253
1.080,1.488,-0.149,-1.256
1.100,1.482,-0.185,-1.259
1.120,1.473,-0.221,-1.263
1.140,1.464,-0.255,-1.268
1.160,1.453,-0.289,-1.274
1.180,1.440,-0.321,-1.280
1.200,1.427,-0.353,-1.287
1.220,1.411,-0.382,-1.294
1.240,1.395,-0.411,-1.303
1.260,1.377,-0.437,-1.312
1.280,1.357,-0.462,-1.321
1.300,1.337,-0.485,-1.332
1.320,1.314,-0.507,-1.343
1.340,1.291,-0.526,-1.354
1.360,1.266,-0.543,-1.367
1.380,1.241,-0.558,-1.380
1.400,1.214,-0.571,-1.393
1.420,1.185,-0.581,-1.407
1.440,1.156,-0.589,-1.422
1.460,1.125,-0.595,-1.437
1.480,1.093,-0.599,-1.453
